Country,Region_Province,Institution,Program,Duration_months,Field_relevance,Intl_tuition_CAD_verified,Budget_tier,Poststudy_work_months,Poststudy_pathway_name,Verified_source_URL,Notes
Italy,Veneto,University of Padua,Laurea Magistrale in Management for Sustainable Firms (MASFi),24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.economia.unipd.it/en/courses/home-courses/masters-degrees-lauree-magistrali,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Veneto,University of Padua,"Laurea Magistrale in Accounting, Finance and Business Consulting (MAFiB)",24,Business,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.unipd.it/en/educational-offer/second-cycle-degree/economics-and-political-science?key=EP2898&ordinamento=2025&scuola=EP&tipo=LM,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF). English curricula in Accounting/Finance tracks."
Italy,Lombardy,University of Milan (Statale),Laurea Magistrale in Finance and Economics (MEF),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.unimi.it/en/education/master-programme/finance-and-economics-mef,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Milan (Statale),Laurea Magistrale in Economics and Political Science (EPS),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://eps.cdl.unimi.it/en/programme,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Milan (Statale),Laurea Magistrale in Data Science for Economics (DSE),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.unimi.it/en/education/master-programme/data-science-economics-dse,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Milan (Statale),Laurea Magistrale in Management of Human Resources (MHR),24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.unimi.it/en/international/coming-abroad/enrol-programme/programmes-english,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Milan (Statale),Laurea Magistrale in Management of Innovation and Entrepreneurship (MIE),24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.unimi.it/en/international/coming-abroad/enrol-programme/programmes-english,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Milan (Statale),"Laurea Magistrale in Economic Sociology, Organization, and Labor (Esol)",24,Business,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.unimi.it/en/international/coming-abroad/enrol-programme/programmes-english,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Milano-Bicocca,Laurea Magistrale in International Economics (INTECO),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://en.unimib.it/graduate/international-economics,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Milano-Bicocca,Laurea Magistrale in Marketing and Global Markets — Global Management curriculum,24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://en.unimib.it/graduate/marketing-global-markets,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Trentino-Alto Adige,University of Trento,Laurea Magistrale in International Management (MIM),24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://corsi.unitn.it/en/international-management,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Trentino-Alto Adige,University of Trento,European Master's in Business Studies (EMBS) — Trento semester,24,Business,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4091/,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF). Joint degree; first semester at UniTrento."
Italy,Piedmont,University of Turin,Laurea Magistrale in Economics,24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.economics.unito.it/do/home.pl/View?doc=why_study_with_us.html,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Piedmont,University of Turin,Laurea Magistrale in Business Administration,24,Business,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.sme.unito.it/it/internazionalita/international-and-exchange-students,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Piedmont,University of Turin,Laurea Magistrale in Quantitative Finance and Insurance,24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://en.unito.it/studying-unito/programs/degree-programs/degree-programs-english,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Piedmont,University of Turin,Laurea Magistrale in Economics of Innovation for Sustainable Development,24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.eisd.unito.it/do/home.pl/View?doc=key_information.html,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Piedmont,University of Turin,Laurea Magistrale in Economic Analysis and Policy,24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.eap.unito.it/do/home.pl/View?doc=key_information.html,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Tuscany,University of Florence,Laurea Magistrale in Economics and Development,24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.development-lm.unifi.it/p113.html,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Tuscany,University of Florence,Laurea Magistrale in Finance and Risk Management,24,Business,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.economia.unifi.it/vp-498-master-s-degrees.html,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lazio,Sapienza University of Rome,Laurea Magistrale in Business Management (English curriculum),24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://corsidilaurea.uniroma1.it/en/course/33447,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lazio,Sapienza University of Rome,Laurea Magistrale in Economics and Communication for Management and Innovation,24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://corsidilaurea.uniroma1.it/en/course/33444,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Tuscany,University of Pisa (with Sant'Anna School),Laurea Magistrale in Economics (MSE),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://mse.ec.unipi.it/,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Pavia,Laurea Magistrale in International Business and Entrepreneurship (MIBE),24,Business,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://mibe.cdl.unipv.it/en,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Liguria,University of Genoa,Laurea Magistrale in Economics and Data Science (EDS),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://corsi.unige.it/en/corsi/11937,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Liguria,University of Genoa,Laurea Magistrale in Management for Energy and Environmental Transition (MEET),24,Management,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://economia.unige.it/en/English-taught,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Campania,University of Naples Federico II,Laurea Magistrale in Economics and Finance (LMEF),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.dises.unina.it/didattica/corsi-di-laurea/lauree-magistrali/9359805-economia-e-finanza,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Marche,Università Politecnica delle Marche (UNIVPM),Laurea Magistrale in International Economics and Commerce,24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://www.univpm.it/Entra/Pensioni/Offerta_formativa_1/International_Economics_and_Commerce_1,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
Italy,Lombardy,University of Bergamo,Laurea Magistrale in Economics and Data Analysis (EDA),24,Economics,11760,Yes,12,Permesso di soggiorno per ricerca lavoro o imprenditorialità (Art. 39-bis.1 TUI),https://ls-eda.unibg.it/en,"Indian BBA: CIMEA/ENIC-NARIC diploma recognition; pre-enrollment via Universitaly where required; study visa + permesso per motivi di studio; English B2 typical. Tuition: ISEE/contribution bands for public unis; 2-yr total uses €8,000 planning ceiling (2×€4,000/yr per BRIEF)."
New Zealand,Otago,University of Otago,"Master of Commerce (MCom) — 120 points (thesis, Commerce)",12,Business,33407,Borderline,36,PSWV,https://www.otago.ac.nz/study/fees/international-tuition-fees/business-school,Research thesis route; not coursework conversion. Still ≥30 weeks if full-time 1 year in NZ. SSF not in tuition.
Poland,Mazowieckie,University of Warsaw,MA/MSc Digital Business,24,Business,3234,Yes,9,Graduate temporary residence permit (9 months),https://rekrutacja.uw.edu.pl/files/pdf/tuition_fees_2025-2026_06.2025.pdf,Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU annual tuition €2200 (2025/26 fee schedule PDF).
Poland,Łódzkie,University of Lodz,MA Economics (English),24,Economics,3675,Yes,9,Graduate temporary residence permit (9 months),https://rekrutacja.uni.lodz.pl/en-gb/offer/WYZSZE2026/programme/DUEa_06/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU foreigner annual €2,500 (2026/27 WZ/WE-S schedule)."
Poland,Łódzkie,University of Lodz,MA Business Management,24,Management,3675,Yes,9,Graduate temporary residence permit (9 months),https://www.uni.lodz.pl/en/ma-masters-degree,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU foreigner annual €2,500 (2026/27 WZ/WE-S schedule)."
Poland,Łódzkie,University of Lodz,MA Business and Digital Analytics,24,Analytics,3675,Yes,9,Graduate temporary residence permit (9 months),https://www.uni.lodz.pl/en/ma-masters-degree,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU foreigner annual €2,500 (2026/27 WZ/WE-S schedule)."
Poland,Łódzkie,University of Lodz,MA Management and Finance,24,Business,3675,Yes,9,Graduate temporary residence permit (9 months),https://www.eksoc.uni.lodz.pl/fileadmin/Wydzialy/Wydzial_Ekonomiczno-Socjologiczny/Jednostki/COS/Op%C5%82aty_za_studia/Op%C5%82aty_2026_2027/za%C5%82._nr_1.pdf,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU foreigner annual €2,500 (2026/27 WZ/WE-S schedule)."
Poland,Łódzkie,University of Lodz,MA Digital Communication and Social Media for Management,24,Management,3675,Yes,9,Graduate temporary residence permit (9 months),https://www.eksoc.uni.lodz.pl/fileadmin/Wydzialy/Wydzial_Ekonomiczno-Socjologiczny/Jednostki/COS/Op%C5%82aty_za_studia/Op%C5%82aty_2026_2027/za%C5%82._nr_1.pdf,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU foreigner annual €2,500 (2026/27 WZ/WE-S schedule)."
Poland,Łódzkie,University of Lodz,MA Management,24,Management,3675,Yes,9,Graduate temporary residence permit (9 months),https://www.eksoc.uni.lodz.pl/fileadmin/Wydzialy/Wydzial_Ekonomiczno-Socjologiczny/Jednostki/COS/Op%C5%82aty_za_studia/Op%C5%82aty_2026_2027/za%C5%82._nr_1.pdf,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU foreigner annual €2,500 (2026/27 WZ/WE-S schedule)."
Poland,Małopolskie,Krakow University of Economics,MSc International Business,24,Business,4216,Yes,9,Graduate temporary residence permit (9 months),https://study.uek.krakow.pl/forma-studiow/international-business-2-stopien/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 6,200/sem full-time English second-cycle (ordinance 2025/26)."
Poland,Małopolskie,Krakow University of Economics,MSc Global Finance and Accounting,24,Business,4216,Yes,9,Graduate temporary residence permit (9 months),https://study.uek.krakow.pl/forma-studiow/global-finance-and-accounting/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 6,200/sem full-time English second-cycle (ordinance 2025/26)."
Poland,Małopolskie,Krakow University of Economics,MSc Modern Business Management,24,Management,4216,Yes,9,Graduate temporary residence permit (9 months),https://study.uek.krakow.pl/forma-studiow/modern-business-management/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 6,200/sem full-time English second-cycle (ordinance 2025/26)."
Poland,Małopolskie,Krakow University of Economics,"MSc Global Banking, Risk and Financial Management",24,Business,4216,Yes,9,Graduate temporary residence permit (9 months),https://study.uek.krakow.pl/forma-studiow/global-banking-risk-and-financial-management/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 6,200/sem full-time English second-cycle (ordinance 2025/26)."
Poland,Małopolskie,Krakow University of Economics,MSc Financial Analytics,24,Analytics,4216,Yes,9,Graduate temporary residence permit (9 months),https://study.uek.krakow.pl/forma-studiow/financial-analytics/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 6,200/sem full-time English second-cycle (ordinance 2025/26)."
Poland,Małopolskie,Krakow University of Economics,MSc International Logistics,24,Business,4216,Yes,9,Graduate temporary residence permit (9 months),https://study.uek.krakow.pl/forma-studiow/international-logistics-2-stopien/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 6,200/sem full-time English second-cycle (ordinance 2025/26)."
Poland,Małopolskie,Krakow University of Economics,MSc Global Human Resource Management,24,Management,4216,Yes,9,Graduate temporary residence permit (9 months),https://study.uek.krakow.pl/forma-studiow/global-human-resource-management-2-stopien/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 6,200/sem full-time English second-cycle (ordinance 2025/26)."
Poland,Śląskie,University of Economics in Katowice,MSc Quantitative Asset and Risk Management,24,Business,4420,Yes,9,Graduate temporary residence permit (9 months),https://www.ue.katowice.pl/en/admissions/fees.html,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. QARM: PLN 13,000/yr foreigners table."
Poland,Wielkopolskie,Poznań University of Economics and Business,Master in International Business,24,Business,4998,Yes,9,Graduate temporary residence permit (9 months),https://www.e-sylabus.ue.poznan.pl/en/13/1/2/105/151,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. English MSc: PLN 7,350/sem (reference 2025/26; 2026/27 announced by end March)."
Poland,Wielkopolskie,Poznań University of Economics and Business,Master in Innovation Management,24,Management,4998,Yes,9,Graduate temporary residence permit (9 months),https://www.e-sylabus.ue.poznan.pl/en/14/1/2/105/21,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. English MSc: PLN 7,350/sem (reference 2025/26; 2026/27 announced by end March)."
Poland,Wielkopolskie,Poznań University of Economics and Business,MSc Quantitative Finance,24,Business,4998,Yes,9,Graduate temporary residence permit (9 months),https://ue.poznan.pl/en/applicants/masters-level/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. English MSc: PLN 7,350/sem (reference 2025/26; 2026/27 announced by end March)."
Poland,Dolnośląskie,Wrocław University of Economics and Business,MSc Finance,24,Business,5100,Yes,9,Graduate temporary residence permit (9 months),https://rekrutacja.uew.pl/en/master-studies-eu-citizens-and-nawa-scholarship-holders/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 7,500/sem non-EU English master (2025/26)."
Poland,Dolnośląskie,Wrocław University of Economics and Business,MSc Business Management,24,Management,5100,Yes,9,Graduate temporary residence permit (9 months),https://rekrutacja.uew.pl/en/master-studies-eu-citizens-and-nawa-scholarship-holders/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 7,500/sem non-EU English master (2025/26)."
Poland,Dolnośląskie,Wrocław University of Economics and Business,MSc International Business,24,Business,5100,Yes,9,Graduate temporary residence permit (9 months),https://rekrutacja.uew.pl/en/master-studies-eu-citizens-and-nawa-scholarship-holders/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. PLN 7,500/sem non-EU English master (2025/26)."
Poland,Śląskie,University of Economics in Katowice,MSc International Business,24,Business,5100,Yes,9,Graduate temporary residence permit (9 months),https://www.ue.katowice.pl/en/admissions/fees.html,Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Foreigners' English full-time master's fee table (2024/25 recruitment); re-verify current year.
Poland,Śląskie,University of Economics in Katowice,MSc Finance and Accounting for Business,24,Business,5100,Yes,9,Graduate temporary residence permit (9 months),https://www.ue.katowice.pl/en/admissions/fees.html,Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Foreigners' English full-time master's fee table (2024/25 recruitment); re-verify current year.
Poland,Śląskie,University of Economics in Katowice,MSc E-commerce,24,Business,5100,Yes,9,Graduate temporary residence permit (9 months),https://www.ue.katowice.pl/en/admissions/fees.html,Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Foreigners' English full-time master's fee table (2024/25 recruitment); re-verify current year.
Poland,Mazowieckie,University of Warsaw,"MA/MSc Finance, International Investment and Accounting",24,Business,5218,Yes,9,Graduate temporary residence permit (9 months),https://rekrutacja.uw.edu.pl/files/pdf/tuition_fees_2025-2026_06.2025.pdf,Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU annual tuition €3550 (2025/26 fee schedule PDF).
Poland,Dolnośląskie,University of Wrocław,Master of Economics and Finance,24,Economics,5660,Yes,9,Graduate temporary residence permit (9 months),https://law.uwr.edu.pl/enrollment/master-of-economics-and-finance-enrollment/,"Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU year-1 €3,850; year-2 €3,700 — year-1 used for budget."
Poland,Mazowieckie,University of Warsaw,MA/MSc International Economics,24,Economics,5733,Yes,9,Graduate temporary residence permit (9 months),https://informatorects.uw.edu.pl/en/programmes-all/,Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU annual tuition €3900 (2025/26 fee schedule PDF).
Poland,Mazowieckie,University of Warsaw,MA/MSc Data Science and Business Analytics,24,Analytics,5733,Yes,9,Graduate temporary residence permit (9 months),https://rekrutacja.uw.edu.pl/files/pdf/tuition_fees_2025-2026_06.2025.pdf,Full-time (stacjonarne) second-cycle; English medium; Indian BBA typically eligible with NAWA recognition statement where required (Art. 326a PSWiN); work permit exemption for full-time Polish university graduates per 2025 rules — residence permit still required. Non-EU annual tuition €3900 (2025/26 fee schedule PDF).
